,input_text_list,pos_extraction_list,collection_word_list,list_docs_retrived,prompt
84," It's tough to accept that while someone hasn't tasted Mr. Cerpa's carne asada, they have experienced sexual activity.","['tough', 'sexual']","['darn', 'going', 'good', 'too', 'blood', 'energetic', 'kind', 'life']","[""Everyone is going Crazy. This isn't a sad graduation whatsoever  "", ""IT IS EFFIN HOT OUT HERE. CLASS OF 2009 WILL HAVE SKIN CANCER BY THE END OF TODAY But we'll all havea really bomb ass tan  glass half full""]","Paraphrase the following sentence without adding any other information: "" It's tough to accept that while someone hasn't tasted Mr. Cerpa's carne asada, they have experienced sexual activity."" based on the user's previous tweets: ""[""Everyone is going Crazy. This isn't a sad graduation whatsoever  "", ""IT IS EFFIN HOT OUT HERE. CLASS OF 2009 WILL HAVE SKIN CANCER BY THE END OF TODAY But we'll all havea really bomb ass tan  glass half full""]""."
85," A new ad for a 1984 Toyota Hiace in Brisbane priced at $3,900 will soon be posted on the HCC site.",['new'],"['excited', 'same', 'the', 'this']","['Brisbane - Toyota - Hiace - 1983 - $5222.03 - new ad received and will be posted on the HCC site soon ', 'Sydney - Toyota - Hiace - 1989 - $4,500 - new ad received and will be posted on the HCC site soon ']","Paraphrase the following sentence without adding any other information: "" A new ad for a 1984 Toyota Hiace in Brisbane priced at $3,900 will soon be posted on the HCC site."" based on the user's previous tweets: ""['Brisbane - Toyota - Hiace - 1983 - $5222.03 - new ad received and will be posted on the HCC site soon ', 'Sydney - Toyota - Hiace - 1989 - $4,500 - new ad received and will be posted on the HCC site soon ']""."
86," I am extremely tired, but also happy because my test is finally finished.","['tired', 'happy']","['got', 'hungry', 'sad', 'tired', 'excited', 'good', 'lucky', 'sad']","[""just done with my &quot;you got served&quot; time  it's kinda funny seeing younger beat freaks members "", ""@_Lady_B @TheQuestCrew @mEgG_eLizAbEtH good morning! And for @pj_endrinal good evening i guess? It's evening here  have a great day yall!""]","Paraphrase the following sentence without adding any other information: "" I am extremely tired, but also happy because my test is finally finished."" based on the user's previous tweets: ""[""just done with my &quot;you got served&quot; time  it's kinda funny seeing younger beat freaks members "", ""@_Lady_B @TheQuestCrew @mEgG_eLizAbEtH good morning! And for @pj_endrinal good evening i guess? It's evening here  have a great day yall!""]""."
87, Reminder to oneself: complete English essay and be attentive during class.,"['complete', 'attentive']","['a', 'all', 'need', 'without', 'awake', 'energetic', 'hungry', 'listening', 'loving']","[""so.. if you've ever been to spain and you drove past a field of cows, you'll realise that they are all smiling away "", 'finished my hair :| it looks crap. stupid weather made it all fuzzyyy. it wont de fuz! ']","Paraphrase the following sentence without adding any other information: "" Reminder to oneself: complete English essay and be attentive during class."" based on the user's previous tweets: ""[""so.. if you've ever been to spain and you drove past a field of cows, you'll realise that they are all smiling away "", 'finished my hair :| it looks crap. stupid weather made it all fuzzyyy. it wont de fuz! ']""."
88," @antsrants expressed gratitude for having a skilled friend who is a professional guitar technician, hoping that the problem with their own guitar will be resolved soon. They also added a ""ouch"" emoji, possibly indicating that something went wrong with the instrument.","['skilled', 'professional', 'technician', 'own', 'ouch', 'wrong']","['energetic', 'lucky', 'people', 'person', 'work', 'energetic', 'good', 'kind', 'person', 'work', 'car', 'informatics', 'person', 'train', 'work', 'its', 'my', 'your', 'argh', 'haha', 'oops', 'yeah', 'going', 'just', 'not']","[""@Homdaum ah, he's just not trying!  He won't resist for long.. "", "".@mooseharris oh the shame ... I'm killing myself now. Gin-fingers, it's my only excuse ""]","Paraphrase the following sentence without adding any other information: "" @antsrants expressed gratitude for having a skilled friend who is a professional guitar technician, hoping that the problem with their own guitar will be resolved soon. They also added a ""ouch"" emoji, possibly indicating that something went wrong with the instrument."" based on the user's previous tweets: ""[""@Homdaum ah, he's just not trying!  He won't resist for long.. "", "".@mooseharris oh the shame ... I'm killing myself now. Gin-fingers, it's my only excuse ""]""."
89, I need to start writing the article on Zhang Yin.,"['need', 'start', 'writing']","['get', 'have', 'need', 'after', 'before', 'going', 'blogging', 'life', 'listening', 'music', 'work']","['Ugh, WAMP is deciding not to work properly today. ', ""I'm getting this feeling that today isn't going to be too good. ""]","Paraphrase the following sentence without adding any other information: "" I need to start writing the article on Zhang Yin."" based on the user's previous tweets: ""['Ugh, WAMP is deciding not to work properly today. ', ""I'm getting this feeling that today isn't going to be too good. ""]""."
90," Oh dear Jesus, I would treat her very well! I would buy her flowers and cook her a grilled cheese, haha.","['dear', 'grilled']","['Gosh', 'Oh', 'cherish', 'restaurants', 'shining', 'sun', 'tonight']","['i wont be on this for a min  need time alone need to get up fallen deeper in the hole...(hurts) ill b ok...? tears to shall dry...........', '@mal_CA lol i dont think thats gay they dont have to think they r sexy just sttractive dummie n your not cumin back to cali?? ']","Paraphrase the following sentence without adding any other information: "" Oh dear Jesus, I would treat her very well! I would buy her flowers and cook her a grilled cheese, haha."" based on the user's previous tweets: ""['i wont be on this for a min  need time alone need to get up fallen deeper in the hole...(hurts) ill b ok...? tears to shall dry...........', '@mal_CA lol i dont think thats gay they dont have to think they r sexy just sttractive dummie n your not cumin back to cali?? ']""."
91," I found it amusing when I found out who Anton was playing in the movie. I haven't had the chance to rewatch the first three movies yet, but I need to do so before I watch the fourth one.","['first', 'fourth']","['the', '12th', '13th', 'consecutive', 'half', 'the']","[""Finally finished season 1 of CSI! Now time for lunch then the afternoon at my Gram's! I can't believe the weekend's almost over already. "", ""Sixteen days left of school...then two work days, then I'm done for the summer! ""]","Paraphrase the following sentence without adding any other information: "" I found it amusing when I found out who Anton was playing in the movie. I haven't had the chance to rewatch the first three movies yet, but I need to do so before I watch the fourth one."" based on the user's previous tweets: ""[""Finally finished season 1 of CSI! Now time for lunch then the afternoon at my Gram's! I can't believe the weekend's almost over already. "", ""Sixteen days left of school...then two work days, then I'm done for the summer! ""]""."
92, Looks like tonight's plans are cancelled due to my child's fever.,['due'],"['after', 'its']","[""@rssanborn true, depends on the couple  Personally we've found adding more has increased the fun &amp; increased our bond "", ""@susanahG it's raining here in Melbourne too   Must be a really big cloud lol""]","Paraphrase the following sentence without adding any other information: "" Looks like tonight's plans are cancelled due to my child's fever."" based on the user's previous tweets: ""[""@rssanborn true, depends on the couple  Personally we've found adding more has increased the fun &amp; increased our bond "", ""@susanahG it's raining here in Melbourne too   Must be a really big cloud lol""]""."
93," Kelly Rowland gave an amazing performance on 'This Morning', and the person who tweeted adores the song. She is also praised as a rockstar.","['amazing', 'This']","['darn', 'excited', 'good', 'kind', 'lucky', 'The', 'This', 'is', 'this', 'which']","[""@amy2608  wow, I wonder how this is going to work!! Can't wait to see it  Xxx"", '@PaulaAbdul wow  Have fun, love to dance! Wish I was even a quarter as good as u are xxxx']","Paraphrase the following sentence without adding any other information: "" Kelly Rowland gave an amazing performance on 'This Morning', and the person who tweeted adores the song. She is also praised as a rockstar."" based on the user's previous tweets: ""[""@amy2608  wow, I wonder how this is going to work!! Can't wait to see it  Xxx"", '@PaulaAbdul wow  Have fun, love to dance! Wish I was even a quarter as good as u are xxxx']""."
94, I am extremely exhausted and am eagerly looking forward to the end of my work day.,['exhausted'],"['awake', 'excited', 'gone', 'hungry', 'tired']","['@COLKNO13 yeah there are a few good ones coming out this summer ', ""@mmiller0702 just watched it from my blackberry.....I gotta say wow  I guess I didn't understand how bad it was till now""]","Paraphrase the following sentence without adding any other information: "" I am extremely exhausted and am eagerly looking forward to the end of my work day."" based on the user's previous tweets: ""['@COLKNO13 yeah there are a few good ones coming out this summer ', ""@mmiller0702 just watched it from my blackberry.....I gotta say wow  I guess I didn't understand how bad it was till now""]""."
95, You can imagine that things will be alright if you are intoxicated enough.,"['imagine', 'be', 'are', 'intoxicated']","['just', 'know', 'might', 'would', 'be', 'is', 'not', 'will', 'are', 'have', 'will', '1am', 'addicted', 'awake', 'night', 'sleeping']","['@staceystorey I love being able to have windows open at night and smelling the fresh air. ', ""@JaymeROXann Grab a drink an put on some headphones and listen to some of your favorite music. It's not perfect but it might help. ""]","Paraphrase the following sentence without adding any other information: "" You can imagine that things will be alright if you are intoxicated enough."" based on the user's previous tweets: ""['@staceystorey I love being able to have windows open at night and smelling the fresh air. ', ""@JaymeROXann Grab a drink an put on some headphones and listen to some of your favorite music. It's not perfect but it might help. ""]""."
96, @farebad acknowledged and expressed gratitude for a statement. They mentioned that they have not slept yet and are considering putting sheets on their bed and doing laundry.,"['acknowledged', 'expressed', 'mentioned', 'have', 'slept', 'are', 'considering', 'putting', 'doing']","['already', 'had', 'have', 'meant', 'are', 'exceeded', 'had', 'meant', 'already', 'had', 'have', 'might', 'already', 'had', 'have', 'need', 'awake', 'bed', 'night', 'sleep', 'sleeping', 'are', 'have', 'will', 'about', 'but', 'might', 'that', 'carrying', 'going', 'off', 'put', 'going', 'just', 'work']","[""@sugahray ? You didn't have fun? What happened?!  &lt;3"", ""@LindsayRush  I know what you mean! It's not just on repeat on my iPod, when I turn off my music, I sing it in my head. x) Is that weird?""]","Paraphrase the following sentence without adding any other information: "" @farebad acknowledged and expressed gratitude for a statement. They mentioned that they have not slept yet and are considering putting sheets on their bed and doing laundry."" based on the user's previous tweets: ""[""@sugahray ? You didn't have fun? What happened?!  &lt;3"", ""@LindsayRush  I know what you mean! It's not just on repeat on my iPod, when I turn off my music, I sing it in my head. x) Is that weird?""]""."
97, @LilaiPiolin's Twitter account is experiencing technical difficulties and may not be able to send updates at the moment. She apologizes for any inconvenience.,"['technical', 'able']","['any', 'informatics', 'kind', 'need', 'work', 'be', 'to']","['@SoulshockLA Hey dude please you can say HI to the new @backstreet_team in twitter ??? ', '@ClaudeKelly YEAH!!! BE HAPPY AND SMILE, DON`T LET ANOTHERS THINKS MAKE YOU UPSET , LET`S GO TO DO OUR BEST LIKE ALWAYS ']","Paraphrase the following sentence without adding any other information: "" @LilaiPiolin's Twitter account is experiencing technical difficulties and may not be able to send updates at the moment. She apologizes for any inconvenience."" based on the user's previous tweets: ""['@SoulshockLA Hey dude please you can say HI to the new @backstreet_team in twitter ??? ', '@ClaudeKelly YEAH!!! BE HAPPY AND SMILE, DON`T LET ANOTHERS THINKS MAKE YOU UPSET , LET`S GO TO DO OUR BEST LIKE ALWAYS ']""."
98," Spending the night with Lici and Laysia, reminiscing about old times. Goodnight.",['old'],"['just', 'like', 'still', 'tired']","['@DNicestDyme  singing scared of lonely odee loud like I swear im beyonce.. imu ', ""@STEYFRESH nah not even.. u NEVER hit me up nd I hit pple back up WHEN I CAN.. so im sorry .. don't get mad @ me ""]","Paraphrase the following sentence without adding any other information: "" Spending the night with Lici and Laysia, reminiscing about old times. Goodnight."" based on the user's previous tweets: ""['@DNicestDyme  singing scared of lonely odee loud like I swear im beyonce.. imu ', ""@STEYFRESH nah not even.. u NEVER hit me up nd I hit pple back up WHEN I CAN.. so im sorry .. don't get mad @ me ""]""."
99, I'm signing off for the night. Thanks for keeping me company while I was busy. Time to go to sleep...,['busy'],"['day', 'time', 'tired', 'too']","['@StephieM LOL... I responded to the wrong dancing video! Major DOYAGE!! Thank you. Yeah, it was cool of him to include me in the video. ', 'Who else is home, awake, and bored right now besides @DeniseVlogs? ']","Paraphrase the following sentence without adding any other information: "" I'm signing off for the night. Thanks for keeping me company while I was busy. Time to go to sleep..."" based on the user's previous tweets: ""['@StephieM LOL... I responded to the wrong dancing video! Major DOYAGE!! Thank you. Yeah, it was cool of him to include me in the video. ', 'Who else is home, awake, and bored right now besides @DeniseVlogs? ']""."
