,input_text_list,pos_extraction_list,collection_word_list,list_docs_retrived,prompt
78," Considering that security education needs to train students to deal with security problems in real environments, we developed new media for teaching applied cryptography and network security. They permit students to gain real-life security experience from virtual laboratories on CD, DVD, or online. The application of those media is helpful to reduce investment and administration costs as well as effectively support security experiments which previously had to be done in conventional security laboratories.","['real', 'new', 'reallife', 'virtual', 'helpful', 'support', 'conventional']","['best', 'better', 'possible', 'problem', 'the', 'Dealing', 'approximation', 'optimal', 'solvable', 'computing', 'exchange', 'networks', 'parallel', 'Efficient', 'best', 'finding', 'necessary', 'for', 'necessary', 'sufficient', 'linear']","['Privacy and security in IPv6 networks: challenges and possible solutions', 'A Flexible and Efficient Alert Correlation Platform for Distributed IDS']","Paraphrase the following paper title without adding any other information: "" Considering that security education needs to train students to deal with security problems in real environments, we developed new media for teaching applied cryptography and network security. They permit students to gain real-life security experience from virtual laboratories on CD, DVD, or online. The application of those media is helpful to reduce investment and administration costs as well as effectively support security experiments which previously had to be done in conventional security laboratories."" based on the user's previous titles: ""['Privacy and security in IPv6 networks: challenges and possible solutions', 'A Flexible and Efficient Alert Correlation Platform for Distributed IDS']""."
79," Monitoring aquatic debris is of great interest to the ecosystems, marine life, human health, and water transport. This paper presents the design and implementation of SOAR-a vision-based surveillance robot system that integrates an off-the-shelf Android smartphone and a gliding robotic fish for debris monitoring in relatively calm waters. SOAR features real-time debris detection and coverage-based rotation scheduling algorithms. The image processing algorithms for debris detection are specifically designed to address the unique challenges in aquatic environments. The rotation scheduling algorithm provides effective coverage for sporadic debris arrivals despite camera's limited angular view. Moreover, SOAR is able to dynamically offload compute-intensive processing tasks to the cloud for battery power conservation. We have implemented a SOAR prototype and conducted extensive experimental evaluation. The results show that SOAR can accurately detect debris in the presence of various environment and system dynamics, and the rotation scheduling algorithm enables SOAR to capture debris arrivals with reduced energy consumption.","['aquatic', 'great', 'marine', 'human', 'visionbased', 'offtheshelf', 'robotic', 'debris', 'calm', 'realtime', 'debris', 'coveragebased', 'debris', 'unique', 'aquatic', 'algorithm', 'effective', 'sporadic', 'limited', 'angular', 'able', 'computeintensive', 'extensive', 'experimental', 'various', 'algorithm', 'debris', 'reduced']","['decomposition', 'forests', 'undirected', 'a', 'best', 'better', 'Forests', 'forests', 'approximation', 'complexity', 'face', 'power', 'reducible', 'Multicolorings', 'Triconnected', 'BendOptimal', 'edgedisjoint', 'fourconnected', 'vertexrankings', 'algorithms', 'linear', 'areas', 'decomposition', 'trees', 'Orderly', 'and', 'balanced', 'algorithm', 'algorithms', 'areas', 'decomposition', 'trees', 'distanceedgecolorings', 'edgecoloring', 'areas', 'decomposition', 'trees', 'balanced', 'best', 'optimal', 'decomposition', 'forests', 'undirected', 'algorithm', 'Efficient', 'necessary', 'optimal', 'almost', 'consecutive', 'regular', 'maximum', 'partial', 'sufficient', 'linear', 'orthogonal', 'rectangular', 'symmetric', 'to', 'MultipleValued', 'SiteOriented', 'edgedisjoint', 'vertexrankings', 'complete', 'depth', 'partial', 'algorithm', 'combinatorial', 'protocols', 'Various', 'the', 'algorithm', 'areas', 'decomposition', 'trees', 'Improved', 'Reduction', 'maximal', 'maximum']","['Eigenspace updating for non-stationary process and its application to face recognition', 'Joint Face Alignment and 3D Face Reconstruction with Application to Face Recognition.']","Paraphrase the following paper title without adding any other information: "" Monitoring aquatic debris is of great interest to the ecosystems, marine life, human health, and water transport. This paper presents the design and implementation of SOAR-a vision-based surveillance robot system that integrates an off-the-shelf Android smartphone and a gliding robotic fish for debris monitoring in relatively calm waters. SOAR features real-time debris detection and coverage-based rotation scheduling algorithms. The image processing algorithms for debris detection are specifically designed to address the unique challenges in aquatic environments. The rotation scheduling algorithm provides effective coverage for sporadic debris arrivals despite camera's limited angular view. Moreover, SOAR is able to dynamically offload compute-intensive processing tasks to the cloud for battery power conservation. We have implemented a SOAR prototype and conducted extensive experimental evaluation. The results show that SOAR can accurately detect debris in the presence of various environment and system dynamics, and the rotation scheduling algorithm enables SOAR to capture debris arrivals with reduced energy consumption."" based on the user's previous titles: ""['Eigenspace updating for non-stationary process and its application to face recognition', 'Joint Face Alignment and 3D Face Reconstruction with Application to Face Recognition.']""."
80," Two natural decision problems regarding the XML query language XQuery are well-definedness and semantic type-checking. We study these problems in the setting of a relational fragment of XQuery. We show that well-definedness and semantic type-checking are undecidable, even in the positive-existential case. Nevertheless, for a “pure” variant of XQuery, in which no identification is made between an item and the singleton containing that item, the problems become decidable. We also consider the analogous problems in the setting of the nested relational calculus.","['natural', 'welldefinedness', 'semantic', 'relational', 'semantic', 'undecidable', 'positiveexistential', 'decidable', 'analogous', 'nested', 'relational']","['colorings', 'forests', 'undirected', 'kconnectivity', 'multicolorings', 'vertexrankings', 'Boolean', 'algorithms', 'computability', 'Boolean', 'Cardinality', 'Hierarchical', 'cardinality', 'computability', 'Boolean', 'algorithms', 'computability', 'Boolean', 'combinatorial', 'computability', 'reducible', 'solvable', 'edgedisjoint', 'seriesparallel', 'vertexrankings', 'Boolean', 'cardinality', 'combinatorial', 'computability', 'solvable', 'approximation', 'generalized', 'parallel', 'reducible', 'Hierarchical', 'cardinality', 'subgraphs', 'Boolean', 'Cardinality', 'Hierarchical', 'cardinality', 'computability']","['A Framework for Comparing Query Languages in Their Ability to Express Boolean Queries.', 'A Monotone Preservation Result for Boolean Queries Expressed as a Containment of Conjunctive Queries.']","Paraphrase the following paper title without adding any other information: "" Two natural decision problems regarding the XML query language XQuery are well-definedness and semantic type-checking. We study these problems in the setting of a relational fragment of XQuery. We show that well-definedness and semantic type-checking are undecidable, even in the positive-existential case. Nevertheless, for a “pure” variant of XQuery, in which no identification is made between an item and the singleton containing that item, the problems become decidable. We also consider the analogous problems in the setting of the nested relational calculus."" based on the user's previous titles: ""['A Framework for Comparing Query Languages in Their Ability to Express Boolean Queries.', 'A Monotone Preservation Result for Boolean Queries Expressed as a Containment of Conjunctive Queries.']""."
81," Advances in computer networks are rapidly changing the way engineering is performed, making computer-aided design the front door to a web of interconnected software, information, and human resources. CAD software is the “browser” through which design interfaces with these resources. For engineering design, the network promises to integrate activities across enterprises and throughout product life cycles. This article describes some of the technology trends influencing network-enabled CAD, with a particular focus on how companies are assimilating new Internet and object-oriented concepts. It reflects nearly two years of discussions with many people in both the software and engineering industries, including discussions held at industry-focused panels and workshops sponsored by the National Institute of Standards and Technology","['computeraided', 'front', 'interconnected', 'human', 'networkenabled', 'particular', 'new', 'objectoriented', 'many', 'industryfocused']","['4Connected', '4connected', 'fourconnected', 'seriesparallel', 'edge', 'the', 'connected', 'networks', 'parallel', 'approximation', 'complexity', 'face', 'power', 'reducible', '4Connected', 'FourConnected', 'edgedisjoint', 'vertexrankings', 'the', 'the', 'Boolean', 'algorithms', 'combinatorial', 'Various', 'are', 'the', 'FourConnected', 'SiteOriented', 'degreeconstrained', 'lineartime']","['Mathematical representation of the vascular structure and applications', 'Functional Modeling of Engineering Designs for the Semantic Web']","Paraphrase the following paper title without adding any other information: "" Advances in computer networks are rapidly changing the way engineering is performed, making computer-aided design the front door to a web of interconnected software, information, and human resources. CAD software is the “browser” through which design interfaces with these resources. For engineering design, the network promises to integrate activities across enterprises and throughout product life cycles. This article describes some of the technology trends influencing network-enabled CAD, with a particular focus on how companies are assimilating new Internet and object-oriented concepts. It reflects nearly two years of discussions with many people in both the software and engineering industries, including discussions held at industry-focused panels and workshops sponsored by the National Institute of Standards and Technology"" based on the user's previous titles: ""['Mathematical representation of the vascular structure and applications', 'Functional Modeling of Engineering Designs for the Semantic Web']""."
82," Large-scale donation-based distributed infrastructures need to cope with the inherent unreliability of participant nodes. A widely-used work scheduling technique in such en- vironments is to redundantly schedule the outsourced com- putations to a number of nodes. We present the design and implementation of RIDGE, a reliability-aware system which uses a node's prior performance and behavior to make more effective scheduling decisions. We have imple- mented RIDGE on top of the BOINC distributed comput- ing infrastructure and have evaluated its performance on a live PlanetLab testbed. Our experimental results show that RIDGE is able to match or surpass the throughput of the best BOINC configuration by automatically adapting to the characteristics of the underlying environment. In additio n, RIDGE is able to provide much lower workunit makespans compared to BOINC. RIDGE is also able to produce signif- icantly lower communication makespans for downloading clients. Collectively, the results suggest that RIDGE has great promise for service-oriented environments with time constraints. putation and communication performance of the nodes. These problems arise as nodes have dynamically changing workloads, may leave and join unexpectedly, and may be- have maliciously. When nodes are serving data, their ex- treme time-varying heterogeneity in terms of different ca- pacity, bandwidth, and latency can also compromise perfor- mance. For the first problem, we present a scheme that can dynamically adjust the degree of replication based on the current node behavior. In an earlier paper, we showed how intelligent replication can improve performance through a simulation study (9). This paper focuses on the implemen- tation and deployment of the proposed ideas in a live envi- ronment. For the second problem, we present a scheme that can dynamically select the most appropriate nodes for data download based on current network dynamics. The key contribution is that clients can make independent download decisions from replicated data nodes without direct intera c- tion and minimal state. We have deployed a prototype of RIDGE and evaluated it on a live distributed testbed on PlanetLab (3), using the BLAST (4) bioinformatics application. The results show that RIDGE can automatically match, and in some cases surpass, the best static BOINC performance (which requires knowing the dynamics of the environment) in terms of re- liability, and can achieve far better computation makespan. The results also show that communication makespan can be significantly reduced using our schemes (17-43% improve- ment over existing heuristics). Collectively, these resul ts indicate that RIDGE is well-suited to service-oriented envi- ronments with time constraints.","['Largescale', 'donationbased', 'inherent', 'participant', 'widelyused', 'such', 'en', 'outsourced', 'com', 'prior', 'effective', 'imple', 'comput', 'ing', 'live', 'experimental', 'able', 'best', 'underlying', 'additio', 'able', 'lower', 'able', 'signif', 'lower', 'great', 'serviceoriented', 'ex', 'timevarying', 'different', 'ca', 'perfor', 'first', 'current', 'earlier', 'intelligent', 'implemen', 'live', 'envi', 'second', 'appropriate', 'current', 'key', 'independent', 'direct', 'c', 'minimal', 'live', 'best', 'static', 'better', 'improve', 'wellsuited', 'serviceoriented', 'envi']","['Partitioning', '5coloring', 'Triconnected', 'fivecoloring', 'vertexrankings', 'complexity', 'problem', 'problems', 'tradeoffs', 'designated', 'exchange', 'regular', 'the', '4connected', 'degreeconstrained', 'fourconnected', 'seriesparallel', 'are', 'necessary', 'possible', 'without', 'An', 'in', 'almost', 'demand', 'functions', 'An', 'Links', 'Web', 'unate', 'the', 'without', 'Efficient', 'necessary', 'optimal', 'Efficient', 'Simple', 'unate', 'Computing', 'algorithms', 'computing', 'and', 'unate', 'around', 'family', 'in', 'algorithm', 'combinatorial', 'protocols', 'to', 'Best', 'best', 'better', 'possible', 'shortest', 'complexity', 'problem', 'problems', 'for', 'to', 'Lower', 'than', 'the', 'to', 'Given', 'than', 'unate', 'without', 'Lower', 'than', 'the', 'a', 'best', 'better', '4Connected', '4connected', 'SiteOriented', 'vertexrankings', 'to', 'edgedisjoint', 'edgerankings', 'seriesparallel', 'vertexrankings', 'Various', 'are', 'better', 'than', 'in', 'best', 'computing', 'functions', 'optimal', 'the', 'the', 'than', 'the', 'Efficient', 'balanced', 'undirected', 'Framework', 'embedding', 'functions', 'protocols', 'around', 'family', 'in', 'Framework', 'computing', 'forests', 'unate', 'the', 'necessary', 'optimal', 'possible', 'sufficient', 'the', 'Key', 'key', 'Independent', 'connected', 'sufficient', 'parallel', 'partial', 'possible', 'A', 'maximal', 'maximum', 'sufficient', 'without', 'around', 'family', 'in', 'Best', 'best', 'better', 'possible', 'shortest', 'linear', 'best', 'better', 'optimal', 'than', 'Improved', 'Improvements', 'better', 'optimal', '4Connected', '4connected', 'Triconnected', 'degreeconstrained', '4Connected', '4connected', 'SiteOriented', 'vertexrankings', 'Framework', 'computing', 'forests', 'unate']","['Exploring the throughput-fairness tradeoff of deadline scheduling in heterogeneous computing environments', 'STEAMEngine: Driving MapReduce provisioning in the cloud']","Paraphrase the following paper title without adding any other information: "" Large-scale donation-based distributed infrastructures need to cope with the inherent unreliability of participant nodes. A widely-used work scheduling technique in such en- vironments is to redundantly schedule the outsourced com- putations to a number of nodes. We present the design and implementation of RIDGE, a reliability-aware system which uses a node's prior performance and behavior to make more effective scheduling decisions. We have imple- mented RIDGE on top of the BOINC distributed comput- ing infrastructure and have evaluated its performance on a live PlanetLab testbed. Our experimental results show that RIDGE is able to match or surpass the throughput of the best BOINC configuration by automatically adapting to the characteristics of the underlying environment. In additio n, RIDGE is able to provide much lower workunit makespans compared to BOINC. RIDGE is also able to produce signif- icantly lower communication makespans for downloading clients. Collectively, the results suggest that RIDGE has great promise for service-oriented environments with time constraints. putation and communication performance of the nodes. These problems arise as nodes have dynamically changing workloads, may leave and join unexpectedly, and may be- have maliciously. When nodes are serving data, their ex- treme time-varying heterogeneity in terms of different ca- pacity, bandwidth, and latency can also compromise perfor- mance. For the first problem, we present a scheme that can dynamically adjust the degree of replication based on the current node behavior. In an earlier paper, we showed how intelligent replication can improve performance through a simulation study (9). This paper focuses on the implemen- tation and deployment of the proposed ideas in a live envi- ronment. For the second problem, we present a scheme that can dynamically select the most appropriate nodes for data download based on current network dynamics. The key contribution is that clients can make independent download decisions from replicated data nodes without direct intera c- tion and minimal state. We have deployed a prototype of RIDGE and evaluated it on a live distributed testbed on PlanetLab (3), using the BLAST (4) bioinformatics application. The results show that RIDGE can automatically match, and in some cases surpass, the best static BOINC performance (which requires knowing the dynamics of the environment) in terms of re- liability, and can achieve far better computation makespan. The results also show that communication makespan can be significantly reduced using our schemes (17-43% improve- ment over existing heuristics). Collectively, these resul ts indicate that RIDGE is well-suited to service-oriented envi- ronments with time constraints."" based on the user's previous titles: ""['Exploring the throughput-fairness tradeoff of deadline scheduling in heterogeneous computing environments', 'STEAMEngine: Driving MapReduce provisioning in the cloud']""."
83," In this paper we explore avenues for improving the reliability of dimensionality reduction methods such as Non-Negative Matrix Factorization (NMF) as interpretive exploratory data analysis tools. We flrst explore the di-culties of the op- timization problem underlying NMF, showing for the flrst time that non-trivial NMF solutions always exist and that the optimization problem is actually convex, by using the theory of Completely Positive Factorization. We subse- quently explore four novel approaches to flnding globally- optimal NMF solutions using various ideas from convex op- timization. We then develop a new method, isometric NMF (isoNMF), which preserves non-negativity while also provid- ing an isometric embedding, simultaneously achieving two properties which are helpful for interpretation. Though it results in a more di-cult optimization problem, we show ex- perimentally that the resulting method is scalable and even achieves more compact spectra than standard NMF.","['such', 'NonNegative', 'interpretive', 'op', 'flrst', 'nontrivial', 'convex', 'globally', 'optimal', 'various', 'convex', 'op', 'new', 'isometric', 'provid', 'isometric', 'helpful', 'dicult', 'ex', 'scalable', 'more', 'compact', 'standard']","['are', 'necessary', 'possible', 'without', 'Multicommodity', 'Noncrossing', 'vertexrankings', 'linear', 'Of', 'is', 'unate', 'consecutive', 'the', 'unate', 'combinatorial', 'maximal', 'orthogonal', 'solvable', 'symmetric', 'Convex', 'almost', 'around', 'demand', 'networks', 'Optimal', 'maximal', 'maximum', 'optimal', 'Various', 'the', 'Convex', 'Of', 'is', 'unate', 'the', 'planar', 'and', 'planar', 'Efficient', 'best', 'finding', 'necessary', 'multigraphs', 'unate', 'to', 'Efficient', 'computing', 'optimal', 'For', 'better', 'for', 'than', 'compact', 'rectangular', 'size', 'compact', 'protocols', 'regular', 'set']","['On the Sample Complexity of Predictive Sparse Coding', 'New Algorithms for Efficient High-Dimensional Nonparametric Classification']","Paraphrase the following paper title without adding any other information: "" In this paper we explore avenues for improving the reliability of dimensionality reduction methods such as Non-Negative Matrix Factorization (NMF) as interpretive exploratory data analysis tools. We flrst explore the di-culties of the op- timization problem underlying NMF, showing for the flrst time that non-trivial NMF solutions always exist and that the optimization problem is actually convex, by using the theory of Completely Positive Factorization. We subse- quently explore four novel approaches to flnding globally- optimal NMF solutions using various ideas from convex op- timization. We then develop a new method, isometric NMF (isoNMF), which preserves non-negativity while also provid- ing an isometric embedding, simultaneously achieving two properties which are helpful for interpretation. Though it results in a more di-cult optimization problem, we show ex- perimentally that the resulting method is scalable and even achieves more compact spectra than standard NMF."" based on the user's previous titles: ""['On the Sample Complexity of Predictive Sparse Coding', 'New Algorithms for Efficient High-Dimensional Nonparametric Classification']""."
84," Autonomy and flexibility are two major requirements for modern robots. In particular, humanoid robots should learn new skills incrementally through autonomous exploration, and adapt to different contexts. In this paper we consider the problem of learning forward models for task space control under dynamically varying kinematic contexts: the robot learns incrementally and autonomously its forward kinematics under different contexts, represented by the inclusion of different tools, and exploits the learned model to realize reaching with those tools. We model the forward kinematics as a multi-valued function, in which different outputs for the same input query are related to different tools (i.e. contexts). The model is estimated using IMLE, a recent online learning algorithm for multi-valued regression, and used for control. No information is given about the tool changes, nor any assumption is made about the tool kinematics. Results are provided both in simulation and with a full-body humanoid. In the latter case we show how the robot successfully performs reaching using a flexible tool, a clear example of complex kinematics.","['major', 'modern', 'particular', 'humanoid', 'new', 'autonomous', 'different', 'forward', 'task', 'kinematic', 'different', 'different', 'learned', 'multivalued', 'different', 'same', 'different', 'recent', 'multivalued', 'fullbody', 'latter', 'flexible', 'clear', 'complex']","['key', 'the', 'compact', 'the', 'the', 'planar', 'the', 'Connected', 'computing', 'connected', 'functions', 'Various', 'are', 'better', 'than', 'for', 'into', 'complete', 'complexity', 'finding', 'necessary', 'linear', 'Various', 'are', 'better', 'than', 'Various', 'are', 'better', 'than', 'And', 'using', 'Boolean', 'cardinality', 'linear', 'symmetric', 'Various', 'are', 'better', 'than', 'the', 'Various', 'are', 'better', 'than', 'Given', 'consecutive', 'the', 'Boolean', 'cardinality', 'linear', 'symmetric', 'drawings', 'the', 'balanced', 'compact', 'optimal', 'better', 'necessary', 'possible', 'simply', 'sufficient', 'combinatorial', 'complexity', 'problems', 'solvable']","['Reactive navigation for non-holonomic robots using the ego-kinematic space', 'Avoiding moving obstacles: the forbidden velocity map']","Paraphrase the following paper title without adding any other information: "" Autonomy and flexibility are two major requirements for modern robots. In particular, humanoid robots should learn new skills incrementally through autonomous exploration, and adapt to different contexts. In this paper we consider the problem of learning forward models for task space control under dynamically varying kinematic contexts: the robot learns incrementally and autonomously its forward kinematics under different contexts, represented by the inclusion of different tools, and exploits the learned model to realize reaching with those tools. We model the forward kinematics as a multi-valued function, in which different outputs for the same input query are related to different tools (i.e. contexts). The model is estimated using IMLE, a recent online learning algorithm for multi-valued regression, and used for control. No information is given about the tool changes, nor any assumption is made about the tool kinematics. Results are provided both in simulation and with a full-body humanoid. In the latter case we show how the robot successfully performs reaching using a flexible tool, a clear example of complex kinematics."" based on the user's previous titles: ""['Reactive navigation for non-holonomic robots using the ego-kinematic space', 'Avoiding moving obstacles: the forbidden velocity map']""."
85," Computing the Euler genus of a graph is a fundamental problem in graph theory and topology. It has been shown to be NP-hard by Thomassen [27] and a linear-time fixed-parameter algorithm has been obtained by Mohar [20]. Despite extensive study, the approximability of the Euler genus remains wide open. While the existence of a constant factor approximation is not ruled out, the currently best-known upper bound is a trivial O(n/g)-approximation that follows from bounds on the Euler characteristic. In this paper, we give the first non-trivial approximation algorithm for this problem. Specifically, we present a polynomial-time algorithm which given a graph G of Euler genus g outputs an embedding of G into a surface of Euler genus gO(1). Combined with the above O(n/g)-approximation, our result also implies a O(n1-α)-approximation, for some universal constant α> 0. Our approximation algorithm also has implications for the design of algorithms on graphs of small genus. Several of these algorithms require that an embedding of the graph into a surface of small genus is given as part of the input. Our result implies that many of these algorithms can be implemented even when the embedding of the input graph is unknown.","['fundamental', 'NPhard', 'lineartime', 'extensive', 'wide', 'open', 'constant', 'bestknown', 'upper', 'trivial', 'first', 'nontrivial', 'above', 'n1', 'universal', 'constant', 'small', 'Several', 'small', 'many', 'unknown']","['key', 'necessary', 'problem', 'PQtrees', 'SeriesParallel', 'Lineartime', 'lineartime', 'seriesparallel', 'complete', 'depth', 'partial', 'Spanning', 'depth', 'around', 'exchange', 'into', 'the', 'almost', 'linear', 'maximal', 'regular', 'Various', 'best', 'key', 'shortest', 'Lower', 'the', 'generalized', 'necessary', 'reducible', 'simply', 'solvable', 'the', 'combinatorial', 'maximal', 'orthogonal', 'solvable', 'symmetric', 'the', 'threshold', 'Combinatorial', 'matchings', 'orthogonal', 'treewidth', 'unate', 'almost', 'compact', 'generalized', 'reducible', 'almost', 'linear', 'maximal', 'regular', 'Small', 'a', 'size', 'For', 'Four', 'Various', 'Small', 'a', 'size', 'Various', 'are', 'the', 'Given', 'Various', 'possible', 'secret']","['Acute triangles in 4-connected maximal plane graphs', 'A linear time algorithm for the induced disjoint paths problem in planar graphs']","Paraphrase the following paper title without adding any other information: "" Computing the Euler genus of a graph is a fundamental problem in graph theory and topology. It has been shown to be NP-hard by Thomassen [27] and a linear-time fixed-parameter algorithm has been obtained by Mohar [20]. Despite extensive study, the approximability of the Euler genus remains wide open. While the existence of a constant factor approximation is not ruled out, the currently best-known upper bound is a trivial O(n/g)-approximation that follows from bounds on the Euler characteristic. In this paper, we give the first non-trivial approximation algorithm for this problem. Specifically, we present a polynomial-time algorithm which given a graph G of Euler genus g outputs an embedding of G into a surface of Euler genus gO(1). Combined with the above O(n/g)-approximation, our result also implies a O(n1-α)-approximation, for some universal constant α> 0. Our approximation algorithm also has implications for the design of algorithms on graphs of small genus. Several of these algorithms require that an embedding of the graph into a surface of small genus is given as part of the input. Our result implies that many of these algorithms can be implemented even when the embedding of the input graph is unknown."" based on the user's previous titles: ""['Acute triangles in 4-connected maximal plane graphs', 'A linear time algorithm for the induced disjoint paths problem in planar graphs']""."
86,"  We investigate the potential of the analysis of noisy non-stationary time series by quantizing it into streams of discrete symbols and applying finite-memory symbolic predictors. Careful quantization can reduce the noise in the time series to make model estimation more amenable. We apply the quantization strategy in a realistic setting involving financial forecasting and trading. In particular, using historical data, we simulate the trading of straddles on the financial indexes DAX and FTSE 100 ... ","['noisy', 'nonstationary', 'discrete', 'finitememory', 'symbolic', 'Careful', 'amenable', 'realistic', 'financial', 'particular', 'historical', 'financial']","['Efficient', 'compact', 'corners', 'linear', 'linear', 'Approximability', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', 'functions', 'key', 'power', 'reducible', 'Necessary', 'Nicely', 'With', 'Without', 'better', 'necessary', 'reducible', 'simply', 'sufficient', 'approximation', 'balanced', 'better', 'possible', 'computing', 'exchange', 'family', 'problems', 'the', 'characterization', 'depth', 'graphs', 'computing', 'exchange', 'family', 'problems']","['Incremental probabilistic classification vector machine with linear costs', 'Short term memory in input-driven linear dynamical systems']","Paraphrase the following paper title without adding any other information: ""  We investigate the potential of the analysis of noisy non-stationary time series by quantizing it into streams of discrete symbols and applying finite-memory symbolic predictors. Careful quantization can reduce the noise in the time series to make model estimation more amenable. We apply the quantization strategy in a realistic setting involving financial forecasting and trading. In particular, using historical data, we simulate the trading of straddles on the financial indexes DAX and FTSE 100 ... "" based on the user's previous titles: ""['Incremental probabilistic classification vector machine with linear costs', 'Short term memory in input-driven linear dynamical systems']""."
87," This paper presents a study, based on conic correspondences, on the relationship between two perspective images acquired by an uncalibrated camera. We show that for a pair of corresponding conics, the parameters representing the conics satisfy a linear constraint. To be more specific, the parameters that represent a conic in one image are transformed by a five-dimensional projective transformation to the parameters that represent the corresponding conic in another image. We also show that this transformation is expressed as the symmetric component of the tensor product of the transformation based on point/line correspondences and itself. In addition, we present a linear algorithm for uniquely determining the corresponding point-based transformation from a given conic-based transformation up to a scale factor. Accordingly, conic correspondences enable us to easily handle both points and lines in uncalibrated images of a planar object.","['conic', 'perspective', 'uncalibrated', 'linear', 'specific', 'fivedimensional', 'projective', 'symmetric', 'tensor', 'linear', 'corresponding', 'pointbased', 'conicbased', 'scale', 'conic', 'uncalibrated']","['planar', 'balanced', 'characterization', 'depth', 'approximation', 'linear', 'linear', 'key', 'optimal', 'fourconnected', 'lineartime', 'vertexrankings', 'planar', 'orthogonal', 'planar', 'symmetric', 'Hamiltonian', 'decomposition', 'orthogonal', 'symmetric', 'linear', 'designated', 'the', 'FourConnected', 'Multicommodity', 'vertexrankings', '4Connected', '4connected', 'MultipleValued', 'fourconnected', 'seriesparallel', 'complexity', 'graph', 'size', 'planar', 'approximation', 'linear']","['Digital planar surface segmentation using local geometric patterns', 'An approximation algorithm for the two-layered graph drawing problem']","Paraphrase the following paper title without adding any other information: "" This paper presents a study, based on conic correspondences, on the relationship between two perspective images acquired by an uncalibrated camera. We show that for a pair of corresponding conics, the parameters representing the conics satisfy a linear constraint. To be more specific, the parameters that represent a conic in one image are transformed by a five-dimensional projective transformation to the parameters that represent the corresponding conic in another image. We also show that this transformation is expressed as the symmetric component of the tensor product of the transformation based on point/line correspondences and itself. In addition, we present a linear algorithm for uniquely determining the corresponding point-based transformation from a given conic-based transformation up to a scale factor. Accordingly, conic correspondences enable us to easily handle both points and lines in uncalibrated images of a planar object."" based on the user's previous titles: ""['Digital planar surface segmentation using local geometric patterns', 'An approximation algorithm for the two-layered graph drawing problem']""."
88," Ethnographic studies of the home revealed the fundamental roles that physical locations and context play in how household members understand and manage conventional information. Yet we also know that digital information is becoming increasingly important to households. The problem is that this digital information is almost always tied to traditional computer displays, which inhibits its incorporation into household routines. Our solution, location-dependent information appliances, exploit both home location and context (as articulated in ethnographic studies) to enhance the role of ambient displays in the home setting; these displays provide home occupants with both background awareness of an information source and foreground methods to gain further details if desired. The novel aspect is that home occupants assign particular information to locations within a home in a way that makes sense to them. As a device is moved to a particular home location, information is automatically mapped to that device along with hints on how it should be displayed.","['Ethnographic', 'fundamental', 'physical', 'context', 'household', 'conventional', 'digital', 'important', 'digital', 'traditional', 'locationdependent', 'ethnographic', 'ambient', 'novel', 'assign', 'particular', 'particular']","['Abstract', 'Drawing', 'Mining', 'key', 'necessary', 'problem', 'complexity', 'computing', 'necessary', 'reducible', 'regular', 'characterization', 'complexity', 'the', 'family', 'size', 'supply', 'linear', 'Digital', 'computing', 'linear', 'best', 'key', 'necessary', 'Digital', 'computing', 'linear', 'the', 'using', '4connected', 'FourConnected', 'edgedisjoint', 'seriesparallel', 'Drawing', 'characterization', 'generalized', 'optimal', 'planar', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'designated', 'to', 'the', 'the']","['StickySpots: using location to embed technology in the social practices of the home', '""LINC-ing"" the family: the participatory design of an inkable family calendar']","Paraphrase the following paper title without adding any other information: "" Ethnographic studies of the home revealed the fundamental roles that physical locations and context play in how household members understand and manage conventional information. Yet we also know that digital information is becoming increasingly important to households. The problem is that this digital information is almost always tied to traditional computer displays, which inhibits its incorporation into household routines. Our solution, location-dependent information appliances, exploit both home location and context (as articulated in ethnographic studies) to enhance the role of ambient displays in the home setting; these displays provide home occupants with both background awareness of an information source and foreground methods to gain further details if desired. The novel aspect is that home occupants assign particular information to locations within a home in a way that makes sense to them. As a device is moved to a particular home location, information is automatically mapped to that device along with hints on how it should be displayed."" based on the user's previous titles: ""['StickySpots: using location to embed technology in the social practices of the home', '""LINC-ing"" the family: the participatory design of an inkable family calendar']""."
89, Evolutionary multiobjective optimization (EMO) is an active research area in the field of evolutionary computation. EMO algorithms are designed to find a non-dominated solution set that approximates the entire Pareto front of a multiobjective optimization ...,"['Evolutionary', 'multiobjective', 'active', 'evolutionary', 'nondominated', 'entire', 'multiobjective']","['Algorithms', 'Hierarchical', 'Optimal', 'algorithm', 'connected', 'designated', 'optimal', 'regular', 'algorithm', 'complexity', 'undirected', 'algorithm', 'combinatorial', 'orthogonal', 'symmetric', 'the', 'algorithm']","['Maximizing the performance of advertisements diffusion: A simulation study of the dynamics of viral advertising in social networks', 'Generalized Hierarchical Sparse Model for Arbitrary-Order Interactive Antigenic Sites Identification in Flu Virus Data.']","Paraphrase the following paper title without adding any other information: "" Evolutionary multiobjective optimization (EMO) is an active research area in the field of evolutionary computation. EMO algorithms are designed to find a non-dominated solution set that approximates the entire Pareto front of a multiobjective optimization ..."" based on the user's previous titles: ""['Maximizing the performance of advertisements diffusion: A simulation study of the dynamics of viral advertising in social networks', 'Generalized Hierarchical Sparse Model for Arbitrary-Order Interactive Antigenic Sites Identification in Flu Virus Data.']""."
